GRA,GRA
3.253488615430835e-05,3.253488615430835e-05
2.366418485827862e-05,2.366418485827862e-05
0.009983896940418676,0.004991948470209338
0.007586616977513102,0.007586616977513102
0.0015796009047213718,0.0015796009047213718
3.3023365949644006e-05,3.3023365949644006e-05
3.333667198218682e-05,3.333667198218682e-05
0.002688721173959403,0.002688721173959403
0.00010796089325271876,0.00010796089325271876
3.014523823814079e-05,3.014523823814079e-05
0.0014066970639199305,0.0014066970639199305
0.006116202624475864,0.006116202624475864
1.693721298325289e-05,1.693721298325289e-05
1.4862489413080742e-05,1.4862489413080742e-05
3.079077711620717e-05,3.079077711620717e-05
0.0004054868861253821,0.0004054868861253821
0.00018734081422824855,0.00018734081422824855
4.49094085811275e-06,4.49094085811275e-06
9.346765748794212e-05,9.346765748794212e-05
2.525242472213417e-05,2.525242472213417e-05
0.1488799983945745,0.1488799983945745
0.0021311766495107766,0.0021311766495107766
0.0031333952131748196,0.0031333952131748196
8.48885546014819e-05,8.48885546014819e-05
7.817176740416298e-05,7.817176740416298e-05
5.990915656067153e-05,5.990915656067153e-05
4.938501559987943e-05,4.938501559987943e-05
0.0004823872970071326,0.0004823872970071326
0.0012882447665056357,0.0006441223832528178
2.0708163528047196e-06,2.0708163528047196e-06
0.05764895330112719,0.05764895330112719
1.9704957330053125e-07,1.9704957330053125e-07
0.00017490598597350707,0.00017490598597350707
8.225602065091436e-06,8.225602065091436e-06
0.00010602178511566304,0.00010602178511566304
4.2535483416351245e-05,4.2535483416351245e-05
1.4682226028383252e-05,1.4682226028383252e-05
0.0012344747418909904,0.0012344747418909904
2.3009626623064665e-05,2.3009626623064665e-05
0.0006562632195567397,0.0006562632195567397
0.00744666258010006,0.00744666258010006
0.0053140096618357465,0.0053140096618357465
0.027949025983025115,0.027949025983025115
9.528241942945251e-05,9.528241942945251e-05
0.043236982450202265,0.043236982450202265
2.4874231253747376e-05,2.4874231253747376e-05
6.186883208710694e-05,6.186883208710694e-05
2.1850707088807405e-08,2.1850707088807405e-08
0.0022089400230268148,0.0022089400230268148
0.0026015001275090342,0.0026015001275090342
4.032621285596718e-06,4.032621285596718e-06
4.557173921781523e-05,4.557173921781523e-05
0.00030876422657340983,0.00030876422657340983
6.598334626503278e-05,6.598334626503278e-05
0.013163139263307392,0.013163139263307392
0.0001052169614628365,0.0001052169614628365
3.5216637536394644e-05,3.5216637536394644e-05
1.5875548597229482e-05,1.5875548597229482e-05
0.004190749398519086,0.004190749398519086
3.2973783805394074e-05,3.2973783805394074e-05
8.96917714139769e-05,8.96917714139769e-05
0.007246376811594204,0.00016103059581320446
0.00012438200440234996,0.00012438200440234996
